left,21.1003,22.9
right,23.2,25.5
left,33.85,35.75
left,42.1004,44.3503
right,47.6995,49.6998
right,50.2001,53.0002
left,57.6505,59.9501
right,71.8998,74.0996
left,87.8,89.9
right,97.6001,99.75
left,103.8503,106.5496
right,114.2503,115.95
left,116.6001,117.9
right,119.25,121.0503
left,131.4502,133.1997
right,137.7001,141.1
left,144.6496,146.3996
right,147.1504,149.1
