left,7.8508,9.6505
right,14.6505,16.1502
right,17.8002,19.501
left,22.0501,24.9007
left,26.9004,27.8008
right,29.2506,30.4505
right,38.1502,39.9509
left,42.9009,44.7001
right,47.65,49.4001
right,72.8008,74.6508
left,77.3001,79.9501
left,81.2005,83.0508
left,87.0001,89.3005
right,103.05,104.4006
