left,3.7492,6.7997
right,9.4996,13.5491
left,20.449,23.699
left,28.3494,30.9491
right,39.5493,42.7496
left,49.2493,52.4492
right,57.1493,60.3994
left,64.6997,67.6997
right,73.7996,76.4494
left,78.6995,79.9999
right,89.749,91.0492
left,94.0491,97.0492
